	pyrG_1
SRR2034335.203777-2/2	0.0
SRR2034335.204548-1/2	0.0
SRR2034335.204548-2/2	0.0
SRR2034335.208972-1/2	0.0
SRR2034335.208972-2/2	1.0
SRR2034335.215624-1/2	0.0
SRR2034335.215624-2/2	0.0
SRR2034335.217769-1/2	1.0
SRR2034335.217769-2/2	0.0
SRR2034335.218911-1/2	0.0
SRR2034335.218911-2/2	0.0
SRR2034335.218948-1/2	0.0
SRR2034335.218948-2/2	0.0
SRR2034335.219924-1/2	0.0
SRR2034335.219924-2/2	0.0
SRR2034335.221160-1/2	0.0
SRR2034335.221160-2/2	0.0
SRR2034335.222980-1/2	0.0
SRR2034335.222980-2/2	0.0
SRR2034335.223922-1/2	0.0
SRR2034335.223922-2/2	0.0
SRR2034335.234045-1/2	0.0
SRR2034335.234045-2/2	0.0
SRR2034335.235053-1/2	0.0
SRR2034335.235053-2/2	0.0
SRR2034335.235132-1/2	0.0
SRR2034335.235132-2/2	0.0
SRR2034335.236492-1/2	0.0
SRR2034335.236492-2/2	0.0
SRR2034335.237053-1/2	0.0
SRR2034335.237053-2/2	0.0
SRR2034335.238595-1/2	0.0
SRR2034335.238595-2/2	0.0
SRR2034335.238627-1/2	0.0
SRR2034335.238627-2/2	0.0
SRR2034335.241711-1/2	0.0
SRR2034335.241711-2/2	0.0
SRR2034335.242062-1/2	0.0
SRR2034335.242062-2/2	0.0
SRR2034335.24265-1/2	0.0
SRR2034335.24265-2/2	0.0
SRR2034335.251429-1/2	0.0
SRR2034335.251429-2/2	0.0
SRR2034335.251642-1/2	0.0
SRR2034335.251642-2/2	0.0
SRR2034335.253962-1/2	0.0
SRR2034335.253962-2/2	0.0
SRR2034335.25673-1/2	0.0
SRR2034335.25673-2/2	0.0
SRR2034335.257960-1/2	0.0
SRR2034335.257960-2/2	0.0
SRR2034335.260271-1/2	0.0
SRR2034335.260271-2/2	0.0
SRR2034335.271660-1/2	0.0
SRR2034335.271660-2/2	1.0
SRR2034335.276175-1/2	0.0
SRR2034335.276175-2/2	0.0
SRR2034335.280576-1/2	0.0
SRR2034335.280576-2/2	0.0
SRR2034335.281141-1/2	0.0
SRR2034335.281141-2/2	0.0
SRR2034335.282994-1/2	0.0
SRR2034335.282994-2/2	0.0
SRR2034335.284199-1/2	0.0
SRR2034335.284199-2/2	0.0
SRR2034335.286151-1/2	0.0
SRR2034335.286151-2/2	0.0
SRR2034335.287544-1/2	0.0
SRR2034335.287544-2/2	0.0
SRR2034335.288645-1/2	0.0
SRR2034335.288645-2/2	0.0
SRR2034335.290323-1/2	0.0
SRR2034335.290323-2/2	0.0
SRR2034335.292546-1/2	0.0
SRR2034335.292546-2/2	0.0
SRR2034335.294706-1/2	0.0
SRR2034335.294706-2/2	0.0
SRR2034335.298876-1/2	1.0
SRR2034335.298876-2/2	1.0
SRR2034335.300396-1/2	0.0
SRR2034335.300396-2/2	0.0
SRR2034335.304641-1/2	0.0
SRR2034335.304641-2/2	1.0
SRR2034335.307727-1/2	0.0
SRR2034335.307727-2/2	2.0
SRR2034335.309017-1/2	0.0
SRR2034335.309017-2/2	0.0
SRR2034335.309735-1/2	0.0
SRR2034335.309735-2/2	0.0
SRR2034335.310603-1/2	1.0
SRR2034335.310603-2/2	2.0
SRR2034335.312518-1/2	0.0
SRR2034335.312518-2/2	1.0
SRR2034335.314391-1/2	0.0
SRR2034335.314391-2/2	0.0
SRR2034335.317339-1/2	0.0
SRR2034335.317339-2/2	0.0
SRR2034335.32417-1/2	0.0
SRR2034335.32417-2/2	0.0
SRR2034335.330466-1/2	0.0
SRR2034335.330466-2/2	0.0
SRR2034335.33683-1/2	0.0
SRR2034335.33683-2/2	0.0
SRR2034335.340442-1/2	0.0
SRR2034335.340442-2/2	0.0
SRR2034335.343637-1/2	0.0
SRR2034335.343637-2/2	0.0
SRR2034335.349681-1/2	0.0
SRR2034335.349681-2/2	1.0
SRR2034335.350944-1/2	0.0
SRR2034335.350944-2/2	0.0
SRR2034335.353301-1/2	0.0
SRR2034335.353301-2/2	0.0
SRR2034335.362107-1/2	0.0
SRR2034335.362107-2/2	0.0
SRR2034335.362527-1/2	0.0
SRR2034335.362527-2/2	1.0
SRR2034335.365890-1/2	0.0
SRR2034335.365890-2/2	0.0
SRR2034335.366845-1/2	0.0
SRR2034335.366845-2/2	0.0
SRR2034335.369775-1/2	0.0
SRR2034335.369775-2/2	0.0
SRR2034335.37161-1/2	0.0
SRR2034335.37161-2/2	0.0
SRR2034335.380871-1/2	0.0
SRR2034335.380871-2/2	0.0
SRR2034335.382633-1/2	0.0
SRR2034335.382633-2/2	0.0
SRR2034335.384183-1/2	0.0
SRR2034335.384183-2/2	0.0
SRR2034335.385572-1/2	0.0
SRR2034335.385572-2/2	0.0
SRR2034335.397135-1/2	1.0
SRR2034335.397135-2/2	0.0
SRR2034335.405951-1/2	1.0
SRR2034335.405951-2/2	0.0
SRR2034335.407817-1/2	0.0
SRR2034335.407817-2/2	0.0
SRR2034335.408221-1/2	0.0
SRR2034335.408221-2/2	0.0
SRR2034335.41119-1/2	0.0
SRR2034335.41119-2/2	0.0
SRR2034335.421057-1/2	0.0
SRR2034335.421057-2/2	0.0
SRR2034335.421819-1/2	0.0
SRR2034335.421819-2/2	0.0
SRR2034335.422533-1/2	0.0
SRR2034335.422533-2/2	0.0
SRR2034335.425586-1/2	0.0
SRR2034335.425586-2/2	0.0
SRR2034335.42904-1/2	0.0
SRR2034335.42904-2/2	0.0
SRR2034335.432669-1/2	0.0
SRR2034335.432669-2/2	0.0
SRR2034335.432897-1/2	0.0
SRR2034335.432897-2/2	0.0
SRR2034335.433613-1/2	0.0
SRR2034335.433613-2/2	0.0
SRR2034335.439544-1/2	0.0
SRR2034335.439544-2/2	0.0
SRR2034335.440163-1/2	1.0
SRR2034335.440163-2/2	0.0
SRR2034335.441720-1/2	0.0
SRR2034335.441720-2/2	0.0
SRR2034335.445162-1/2	0.0
SRR2034335.445162-2/2	0.0
SRR2034335.451410-1/2	0.0
SRR2034335.451410-2/2	0.0
SRR2034335.458887-1/2	0.0
SRR2034335.458887-2/2	0.0
SRR2034335.460924-1/2	1.0
SRR2034335.460924-2/2	1.0
SRR2034335.463728-1/2	0.0
SRR2034335.463728-2/2	0.0
SRR2034335.473819-1/2	0.0
SRR2034335.473819-2/2	0.0
SRR2034335.476928-1/2	0.0
SRR2034335.476928-2/2	0.0
SRR2034335.481235-1/2	0.0
SRR2034335.481235-2/2	0.0
SRR2034335.485971-1/2	0.0
SRR2034335.485971-2/2	0.0
SRR2034335.48852-1/2	0.0
SRR2034335.48852-2/2	0.0
SRR2034335.489327-1/2	0.0
SRR2034335.489327-2/2	0.0
SRR2034335.490158-1/2	0.0
SRR2034335.490158-2/2	0.0
SRR2034335.49111-1/2	0.0
SRR2034335.49111-2/2	0.0
SRR2034335.494622-1/2	0.0
SRR2034335.494622-2/2	0.0
SRR2034335.495722-1/2	0.0
SRR2034335.495722-2/2	0.0
SRR2034335.502891-1/2	0.0
SRR2034335.502891-2/2	0.0
SRR2034335.50323-1/2	0.0
SRR2034335.50323-2/2	0.0
SRR2034335.511931-1/2	0.0
SRR2034335.511931-2/2	0.0
SRR2034335.512829-1/2	0.0
SRR2034335.512829-2/2	0.0
SRR2034335.513226-1/2	0.0
SRR2034335.513226-2/2	0.0
SRR2034335.513628-1/2	0.0
SRR2034335.513628-2/2	0.0
SRR2034335.514938-1/2	0.0
SRR2034335.514938-2/2	1.0
SRR2034335.515768-1/2	0.0
SRR2034335.515768-2/2	0.0
SRR2034335.516438-1/2	0.0
SRR2034335.516438-2/2	0.0
SRR2034335.518353-1/2	0.0
SRR2034335.518353-2/2	0.0
SRR2034335.525433-1/2	0.0
SRR2034335.525433-2/2	1.0
SRR2034335.529801-1/2	0.0
SRR2034335.529801-2/2	0.0
SRR2034335.530454-1/2	0.0
SRR2034335.530454-2/2	0.0
SRR2034335.531241-1/2	0.0
SRR2034335.531241-2/2	0.0
SRR2034335.531290-1/2	0.0
SRR2034335.531290-2/2	0.0
SRR2034335.534056-1/2	0.0
SRR2034335.534056-2/2	0.0
SRR2034335.534900-1/2	0.0
SRR2034335.534900-2/2	0.0
SRR2034335.535296-1/2	0.0
SRR2034335.535296-2/2	0.0
SRR2034335.535737-1/2	0.0
SRR2034335.535737-2/2	0.0
SRR2034335.535753-1/2	0.0
SRR2034335.535753-2/2	1.0
SRR2034335.536419-1/2	0.0
SRR2034335.536419-2/2	0.0
SRR2034335.536970-1/2	0.0
SRR2034335.536970-2/2	0.0
SRR2034335.54580-1/2	0.0
SRR2034335.54580-2/2	0.0
SRR2034335.551028-1/2	0.0
SRR2034335.551028-2/2	0.0
SRR2034335.554765-1/2	0.0
SRR2034335.554765-2/2	0.0
SRR2034335.558675-1/2	0.0
SRR2034335.558675-2/2	0.0
SRR2034335.558710-1/2	0.0
SRR2034335.558710-2/2	0.0
SRR2034335.56018-1/2	0.0
SRR2034335.56018-2/2	0.0
SRR2034335.561120-1/2	0.0
SRR2034335.561120-2/2	0.0
SRR2034335.561349-1/2	0.0
SRR2034335.561349-2/2	0.0
SRR2034335.562190-1/2	0.0
SRR2034335.562190-2/2	0.0
SRR2034335.563652-1/2	0.0
SRR2034335.563652-2/2	0.0
SRR2034335.564132-1/2	0.0
SRR2034335.564132-2/2	0.0
SRR2034335.564334-1/2	0.0
SRR2034335.564334-2/2	0.0
SRR2034335.56741-1/2	0.0
SRR2034335.56741-2/2	0.0
SRR2034335.576837-1/2	0.0
SRR2034335.576837-2/2	1.0
SRR2034335.578003-1/2	0.0
SRR2034335.578003-2/2	0.0
SRR2034335.578685-1/2	0.0
SRR2034335.578685-2/2	0.0
SRR2034335.579770-1/2	0.0
SRR2034335.579770-2/2	0.0
SRR2034335.581185-1/2	0.0
SRR2034335.581185-2/2	0.0
SRR2034335.582783-1/2	0.0
SRR2034335.582783-2/2	0.0
SRR2034335.586298-1/2	0.0
SRR2034335.586298-2/2	0.0
SRR2034335.589196-1/2	0.0
SRR2034335.589196-2/2	0.0
SRR2034335.592350-1/2	0.0
SRR2034335.592350-2/2	0.0
SRR2034335.601693-1/2	0.0
SRR2034335.601693-2/2	0.0
SRR2034335.611045-1/2	0.0
SRR2034335.611045-2/2	0.0
SRR2034335.615299-1/2	0.0
SRR2034335.615299-2/2	0.0
SRR2034335.6166-1/2	0.0
SRR2034335.6166-2/2	0.0
SRR2034335.617196-1/2	0.0
SRR2034335.617196-2/2	0.0
SRR2034335.623413-1/2	0.0
SRR2034335.623413-2/2	0.0
SRR2034335.625393-1/2	0.0
SRR2034335.625393-2/2	0.0
SRR2034335.626483-1/2	0.0
SRR2034335.626483-2/2	0.0
SRR2034335.627639-1/2	0.0
SRR2034335.627639-2/2	0.0
SRR2034335.627986-1/2	0.0
SRR2034335.627986-2/2	0.0
SRR2034335.631418-1/2	0.0
SRR2034335.631418-2/2	0.0
SRR2034335.631629-1/2	0.0
SRR2034335.631629-2/2	0.0
SRR2034335.639538-1/2	0.0
SRR2034335.639538-2/2	0.0
SRR2034335.640028-1/2	0.0
SRR2034335.640028-2/2	0.0
SRR2034335.644130-1/2	0.0
SRR2034335.644130-2/2	0.0
SRR2034335.651374-1/2	0.0
SRR2034335.651374-2/2	0.0
SRR2034335.652427-1/2	0.0
SRR2034335.652427-2/2	0.0
SRR2034335.652738-1/2	0.0
SRR2034335.652738-2/2	0.0
SRR2034335.652771-1/2	0.0
SRR2034335.652771-2/2	0.0
SRR2034335.653336-1/2	0.0
SRR2034335.653336-2/2	0.0
SRR2034335.654846-1/2	0.0
SRR2034335.654846-2/2	0.0
SRR2034335.660064-1/2	0.0
SRR2034335.660064-2/2	0.0
SRR2034335.663636-1/2	0.0
SRR2034335.663636-2/2	0.0
SRR2034335.663765-1/2	0.0
SRR2034335.663765-2/2	0.0
SRR2034335.674974-1/2	0.0
SRR2034335.674974-2/2	0.0
SRR2034335.683602-1/2	0.0
SRR2034335.683602-2/2	0.0
SRR2034335.68474-1/2	1.0
SRR2034335.68474-2/2	0.0
SRR2034335.686877-1/2	0.0
SRR2034335.686877-2/2	0.0
SRR2034335.687348-1/2	0.0
SRR2034335.687348-2/2	0.0
SRR2034335.69703-1/2	0.0
SRR2034335.69703-2/2	0.0
SRR2034335.697915-1/2	0.0
SRR2034335.697915-2/2	0.0
SRR2034335.701414-1/2	0.0
SRR2034335.701414-2/2	0.0
SRR2034335.70685-1/2	0.0
SRR2034335.70685-2/2	0.0
SRR2034335.707726-1/2	0.0
SRR2034335.707726-2/2	0.0
SRR2034335.715387-1/2	0.0
SRR2034335.715387-2/2	0.0
SRR2034335.722508-1/2	0.0
SRR2034335.722508-2/2	0.0
SRR2034335.727478-1/2	0.0
SRR2034335.727478-2/2	2.0
SRR2034335.727967-1/2	0.0
SRR2034335.727967-2/2	0.0
SRR2034335.733348-1/2	0.0
SRR2034335.733348-2/2	0.0
SRR2034335.739911-1/2	0.0
SRR2034335.739911-2/2	0.0
SRR2034335.743743-1/2	1.0
SRR2034335.743743-2/2	0.0
SRR2034335.744063-1/2	0.0
SRR2034335.744063-2/2	0.0
SRR2034335.744865-1/2	0.0
SRR2034335.744865-2/2	0.0
SRR2034335.744878-1/2	0.0
SRR2034335.744878-2/2	0.0
SRR2034335.745825-1/2	0.0
SRR2034335.745825-2/2	0.0
SRR2034335.764925-1/2	0.0
SRR2034335.764925-2/2	0.0
SRR2034335.766088-1/2	0.0
SRR2034335.766088-2/2	0.0
SRR2034335.766411-1/2	0.0
SRR2034335.766411-2/2	0.0
SRR2034335.769100-1/2	0.0
SRR2034335.769100-2/2	0.0
SRR2034335.77314-1/2	0.0
SRR2034335.77314-2/2	0.0
SRR2034335.776560-1/2	0.0
SRR2034335.776560-2/2	0.0
SRR2034335.778993-1/2	0.0
SRR2034335.778993-2/2	0.0
SRR2034335.781925-1/2	0.0
SRR2034335.781925-2/2	0.0
SRR2034335.782981-1/2	0.0
SRR2034335.782981-2/2	0.0
SRR2034335.785512-1/2	0.0
SRR2034335.785512-2/2	0.0
SRR2034335.787556-1/2	0.0
SRR2034335.787556-2/2	0.0
SRR2034335.788049-1/2	0.0
SRR2034335.788049-2/2	0.0
SRR2034335.790090-1/2	0.0
SRR2034335.790090-2/2	0.0
SRR2034335.790845-1/2	0.0
SRR2034335.790845-2/2	0.0
SRR2034335.794578-1/2	0.0
SRR2034335.794578-2/2	0.0
SRR2034335.794895-1/2	0.0
SRR2034335.794895-2/2	0.0
SRR2034335.798764-1/2	0.0
SRR2034335.798764-2/2	0.0
SRR2034335.80021-1/2	0.0
SRR2034335.80021-2/2	0.0
SRR2034335.804392-1/2	0.0
SRR2034335.804392-2/2	0.0
SRR2034335.805752-1/2	0.0
SRR2034335.805752-2/2	0.0
SRR2034335.807645-1/2	1.0
SRR2034335.807645-2/2	0.0
SRR2034335.808239-1/2	0.0
SRR2034335.808239-2/2	0.0
SRR2034335.809144-1/2	0.0
SRR2034335.809144-2/2	0.0
SRR2034335.820533-1/2	0.0
SRR2034335.820533-2/2	0.0
SRR2034335.820640-1/2	0.0
SRR2034335.820640-2/2	0.0
SRR2034335.825229-1/2	0.0
SRR2034335.825229-2/2	0.0
SRR2034335.825934-1/2	0.0
SRR2034335.825934-2/2	1.0
SRR2034335.8306-1/2	0.0
SRR2034335.8306-2/2	0.0
SRR2034335.831085-1/2	0.0
SRR2034335.831085-2/2	0.0
SRR2034335.832311-1/2	0.0
SRR2034335.832311-2/2	0.0
SRR2034335.833837-1/2	0.0
SRR2034335.833837-2/2	0.0
SRR2034335.836478-1/2	0.0
SRR2034335.836478-2/2	0.0
SRR2034335.837889-1/2	0.0
SRR2034335.837889-2/2	0.0
SRR2034335.838808-1/2	0.0
SRR2034335.838808-2/2	0.0
SRR2034335.840328-1/2	0.0
SRR2034335.840328-2/2	0.0
SRR2034335.841714-1/2	0.0
SRR2034335.841714-2/2	0.0
SRR2034335.846219-1/2	0.0
SRR2034335.846219-2/2	0.0
SRR2034335.84657-1/2	0.0
SRR2034335.84657-2/2	0.0
SRR2034335.847100-1/2	0.0
SRR2034335.847100-2/2	0.0
SRR2034335.85018-1/2	0.0
SRR2034335.85018-2/2	0.0
SRR2034335.853067-1/2	0.0
SRR2034335.853067-2/2	0.0
SRR2034335.8553-1/2	0.0
SRR2034335.8553-2/2	0.0
SRR2034335.856351-1/2	0.0
SRR2034335.856351-2/2	0.0
SRR2034335.857448-1/2	1.0
SRR2034335.857448-2/2	0.0
SRR2034335.860541-1/2	0.0
SRR2034335.860541-2/2	0.0
SRR2034335.862847-1/2	0.0
SRR2034335.862847-2/2	0.0
SRR2034335.865612-1/2	0.0
SRR2034335.865612-2/2	0.0
SRR2034335.866513-1/2	0.0
SRR2034335.866513-2/2	0.0
SRR2034335.867299-1/2	0.0
SRR2034335.867299-2/2	0.0
SRR2034335.867740-1/2	1.0
SRR2034335.867740-2/2	0.0
SRR2034335.871849-1/2	0.0
SRR2034335.871849-2/2	0.0
SRR2034335.872304-1/2	1.0
SRR2034335.872304-2/2	1.0
SRR2034335.877393-1/2	0.0
SRR2034335.877393-2/2	0.0
SRR2034335.879510-1/2	0.0
SRR2034335.879510-2/2	0.0
SRR2034335.887244-1/2	0.0
SRR2034335.887244-2/2	0.0
SRR2034335.889794-1/2	0.0
SRR2034335.889794-2/2	0.0
SRR2034335.891360-1/2	0.0
SRR2034335.891360-2/2	0.0
SRR2034335.891653-1/2	0.0
SRR2034335.891653-2/2	0.0
SRR2034335.892859-1/2	0.0
SRR2034335.892859-2/2	0.0
SRR2034335.93448-1/2	0.0
SRR2034335.93448-2/2	0.0
SRR2034335.9348-1/2	0.0
SRR2034335.9348-2/2	0.0
SRR2034335.9664-1/2	0.0
SRR2034335.9664-2/2	0.0
