	rplB_12	rplB_7
SRR2034334.289905-1/2	1.0	0.0
SRR2034334.289905-2/2	0.0	1.0
SRR2034334.290968-1/2	0.0	-1.0
SRR2034334.290968-2/2	0.0	-1.0
SRR2034334.291565-1/2	0.0	1.0
SRR2034334.291565-2/2	0.0	0.0
SRR2034334.297553-1/2	1.0	1.0
SRR2034334.297553-2/2	0.0	0.0
SRR2034334.297628-1/2	0.0	0.0
SRR2034334.297628-2/2	1.0	0.0
SRR2034334.300572-1/2	0.0	1.0
SRR2034334.300572-2/2	0.0	0.0
SRR2034334.308393-1/2	0.0	0.0
SRR2034334.308393-2/2	0.0	0.0
SRR2034334.309487-1/2	-1.0	0.0
SRR2034334.309487-2/2	-1.0	0.0
SRR2034334.311894-1/2	0.0	1.0
SRR2034334.311894-2/2	0.0	1.0
SRR2034334.314266-1/2	0.0	1.0
SRR2034334.314266-2/2	0.0	1.0
SRR2034334.316266-1/2	0.0	1.0
SRR2034334.316266-2/2	0.0	1.0
SRR2034334.317580-1/2	0.0	1.0
SRR2034334.317580-2/2	0.0	1.0
SRR2034334.323289-1/2	0.0	1.0
SRR2034334.323289-2/2	0.0	0.0
SRR2034334.325558-1/2	0.0	2.0
SRR2034334.325558-2/2	0.0	1.0
SRR2034334.327665-1/2	0.0	1.0
SRR2034334.327665-2/2	1.0	1.0
SRR2034334.329828-1/2	0.0	0.0
SRR2034334.329828-2/2	0.0	1.0
SRR2034334.336468-1/2	0.0	0.0
SRR2034334.336468-2/2	0.0	0.0
SRR2034334.351159-1/2	0.0	0.0
SRR2034334.351159-2/2	0.0	0.0
SRR2034334.356301-1/2	1.0	0.0
SRR2034334.356301-2/2	0.0	1.0
SRR2034334.362864-1/2	0.0	1.0
SRR2034334.362864-2/2	0.0	1.0
SRR2034334.363049-1/2	0.0	0.0
SRR2034334.363049-2/2	0.0	0.0
SRR2034334.366509-1/2	1.0	1.0
SRR2034334.366509-2/2	1.0	1.0
SRR2034334.368190-1/2	0.0	1.0
SRR2034334.368190-2/2	0.0	0.0
SRR2034334.368319-1/2	0.0	0.0
SRR2034334.368319-2/2	0.0	1.0
SRR2034334.371676-1/2	0.0	0.0
SRR2034334.371676-2/2	0.0	2.0
SRR2034334.372192-1/2	0.0	1.0
SRR2034334.372192-2/2	0.0	1.0
SRR2034334.372882-1/2	1.0	0.0
SRR2034334.372882-2/2	0.0	1.0
SRR2034334.377402-1/2	0.0	0.0
SRR2034334.377402-2/2	0.0	0.0
SRR2034334.379019-1/2	0.0	1.0
SRR2034334.379019-2/2	0.0	1.0
SRR2034334.383394-1/2	0.0	-1.0
SRR2034334.383394-2/2	0.0	-1.0
SRR2034334.383731-1/2	0.0	1.0
SRR2034334.383731-2/2	0.0	1.0
SRR2034334.38497-1/2	0.0	0.0
SRR2034334.38497-2/2	1.0	0.0
SRR2034334.390463-1/2	0.0	0.0
SRR2034334.390463-2/2	0.0	0.0
SRR2034334.393389-1/2	1.0	0.0
SRR2034334.393389-2/2	0.0	1.0
SRR2034334.400811-1/2	0.0	0.0
SRR2034334.400811-2/2	0.0	1.0
SRR2034334.402944-1/2	0.0	1.0
SRR2034334.402944-2/2	0.0	0.0
SRR2034334.405219-1/2	0.0	-1.0
SRR2034334.405219-2/2	0.0	-1.0
SRR2034334.407552-1/2	0.0	1.0
SRR2034334.407552-2/2	0.0	1.0
SRR2034334.411017-1/2	0.0	0.0
SRR2034334.411017-2/2	1.0	0.0
SRR2034334.41166-1/2	0.0	0.0
SRR2034334.41166-2/2	0.0	1.0
SRR2034334.412907-1/2	0.0	1.0
SRR2034334.412907-2/2	0.0	0.0
SRR2034334.414519-1/2	1.0	0.0
SRR2034334.414519-2/2	0.0	1.0
SRR2034334.417372-1/2	0.0	0.0
SRR2034334.417372-2/2	1.0	0.0
SRR2034334.4214-1/2	0.0	-1.0
SRR2034334.4214-2/2	0.0	-1.0
SRR2034334.423196-1/2	0.0	1.0
SRR2034334.423196-2/2	0.0	1.0
SRR2034334.423314-1/2	1.0	0.0
SRR2034334.423314-2/2	0.0	1.0
SRR2034334.423355-1/2	0.0	0.0
SRR2034334.423355-2/2	0.0	0.0
SRR2034334.42499-1/2	0.0	1.0
SRR2034334.42499-2/2	0.0	1.0
SRR2034334.425826-1/2	0.0	1.0
SRR2034334.425826-2/2	0.0	1.0
SRR2034334.43059-1/2	0.0	1.0
SRR2034334.43059-2/2	0.0	1.0
SRR2034334.433220-1/2	0.0	0.0
SRR2034334.433220-2/2	0.0	1.0
SRR2034334.437352-1/2	0.0	1.0
SRR2034334.437352-2/2	0.0	0.0
SRR2034334.439775-1/2	0.0	0.0
SRR2034334.439775-2/2	0.0	0.0
SRR2034334.441167-1/2	0.0	-1.0
SRR2034334.441167-2/2	0.0	-1.0
SRR2034334.445968-1/2	0.0	0.0
SRR2034334.445968-2/2	2.0	1.0
SRR2034334.446143-1/2	1.0	0.0
SRR2034334.446143-2/2	0.0	1.0
SRR2034334.449087-1/2	0.0	0.0
SRR2034334.449087-2/2	0.0	1.0
SRR2034334.450425-1/2	0.0	-1.0
SRR2034334.450425-2/2	0.0	-1.0
SRR2034334.450990-1/2	0.0	1.0
SRR2034334.450990-2/2	0.0	1.0
SRR2034334.454676-1/2	0.0	0.0
SRR2034334.454676-2/2	0.0	1.0
SRR2034334.455066-1/2	0.0	0.0
SRR2034334.455066-2/2	1.0	0.0
SRR2034334.457548-1/2	1.0	0.0
SRR2034334.457548-2/2	0.0	1.0
SRR2034334.460645-1/2	0.0	1.0
SRR2034334.460645-2/2	0.0	1.0
SRR2034334.460745-1/2	0.0	0.0
SRR2034334.460745-2/2	1.0	0.0
SRR2034334.462303-1/2	0.0	0.0
SRR2034334.462303-2/2	0.0	0.0
SRR2034334.462489-1/2	2.0	1.0
SRR2034334.462489-2/2	0.0	1.0
SRR2034334.464399-1/2	1.0	0.0
SRR2034334.464399-2/2	0.0	1.0
SRR2034334.464837-1/2	0.0	1.0
SRR2034334.464837-2/2	0.0	0.0
SRR2034334.465002-1/2	0.0	0.0
SRR2034334.465002-2/2	0.0	1.0
SRR2034334.465363-1/2	0.0	1.0
SRR2034334.465363-2/2	0.0	1.0
SRR2034334.466693-1/2	0.0	0.0
SRR2034334.466693-2/2	0.0	1.0
SRR2034334.468289-1/2	0.0	0.0
SRR2034334.468289-2/2	1.0	0.0
SRR2034334.471985-1/2	0.0	0.0
SRR2034334.471985-2/2	1.0	0.0
SRR2034334.472770-1/2	0.0	1.0
SRR2034334.472770-2/2	0.0	1.0
SRR2034334.475229-1/2	0.0	0.0
SRR2034334.475229-2/2	0.0	1.0
SRR2034334.476771-1/2	0.0	0.0
SRR2034334.476771-2/2	0.0	1.0
SRR2034334.478479-1/2	0.0	-1.0
SRR2034334.478479-2/2	0.0	-1.0
SRR2034334.479972-1/2	0.0	1.0
SRR2034334.479972-2/2	0.0	1.0
SRR2034334.482674-1/2	0.0	1.0
SRR2034334.482674-2/2	0.0	1.0
SRR2034334.484462-1/2	0.0	1.0
SRR2034334.484462-2/2	0.0	1.0
SRR2034334.485337-1/2	0.0	1.0
SRR2034334.485337-2/2	0.0	0.0
SRR2034334.485440-1/2	0.0	1.0
SRR2034334.485440-2/2	0.0	1.0
SRR2034334.487159-1/2	0.0	1.0
SRR2034334.487159-2/2	0.0	0.0
SRR2034334.487989-1/2	1.0	2.0
SRR2034334.487989-2/2	1.0	1.0
SRR2034334.488730-1/2	0.0	0.0
SRR2034334.488730-2/2	0.0	1.0
SRR2034334.489615-1/2	0.0	0.0
SRR2034334.489615-2/2	0.0	0.0
SRR2034334.490867-1/2	0.0	0.0
SRR2034334.490867-2/2	0.0	0.0
SRR2034334.497260-1/2	0.0	0.0
SRR2034334.497260-2/2	0.0	0.0
SRR2034334.498771-1/2	0.0	1.0
SRR2034334.498771-2/2	1.0	1.0
SRR2034334.500846-1/2	0.0	0.0
SRR2034334.500846-2/2	0.0	0.0
SRR2034334.5027-1/2	0.0	0.0
SRR2034334.5027-2/2	1.0	0.0
SRR2034334.508207-1/2	0.0	1.0
SRR2034334.508207-2/2	0.0	1.0
SRR2034334.508614-1/2	0.0	1.0
SRR2034334.508614-2/2	0.0	0.0
SRR2034334.50961-1/2	2.0	1.0
SRR2034334.50961-2/2	0.0	1.0
SRR2034334.510149-1/2	0.0	1.0
SRR2034334.510149-2/2	0.0	0.0
SRR2034334.511263-1/2	0.0	1.0
SRR2034334.511263-2/2	0.0	1.0
SRR2034334.511704-1/2	1.0	0.0
SRR2034334.511704-2/2	0.0	1.0
SRR2034334.511888-1/2	0.0	1.0
SRR2034334.511888-2/2	0.0	1.0
SRR2034334.512564-1/2	0.0	0.0
SRR2034334.512564-2/2	1.0	0.0
SRR2034334.516375-1/2	-1.0	1.0
SRR2034334.516375-2/2	-1.0	1.0
SRR2034334.517481-1/2	0.0	0.0
SRR2034334.517481-2/2	0.0	0.0
SRR2034334.517900-1/2	0.0	-1.0
SRR2034334.517900-2/2	0.0	-1.0
SRR2034334.518617-1/2	0.0	1.0
SRR2034334.518617-2/2	0.0	1.0
SRR2034334.521481-1/2	0.0	1.0
SRR2034334.521481-2/2	0.0	0.0
SRR2034334.522580-1/2	0.0	1.0
SRR2034334.522580-2/2	0.0	1.0
SRR2034334.533622-1/2	0.0	0.0
SRR2034334.533622-2/2	0.0	1.0
SRR2034334.533950-1/2	1.0	0.0
SRR2034334.533950-2/2	0.0	1.0
SRR2034334.538137-1/2	0.0	1.0
SRR2034334.538137-2/2	0.0	1.0
SRR2034334.542845-1/2	0.0	1.0
SRR2034334.542845-2/2	0.0	1.0
SRR2034334.544264-1/2	0.0	0.0
SRR2034334.544264-2/2	1.0	0.0
SRR2034334.544507-1/2	1.0	0.0
SRR2034334.544507-2/2	0.0	1.0
SRR2034334.551400-1/2	0.0	0.0
SRR2034334.551400-2/2	0.0	2.0
SRR2034334.552547-1/2	1.0	0.0
SRR2034334.552547-2/2	0.0	0.0
SRR2034334.554125-1/2	0.0	1.0
SRR2034334.554125-2/2	0.0	1.0
SRR2034334.557057-1/2	0.0	0.0
SRR2034334.557057-2/2	0.0	0.0
SRR2034334.562949-1/2	0.0	0.0
SRR2034334.562949-2/2	1.0	0.0
SRR2034334.563842-1/2	0.0	0.0
SRR2034334.563842-2/2	0.0	1.0
SRR2034334.564271-1/2	0.0	1.0
SRR2034334.564271-2/2	0.0	1.0
SRR2034334.56644-1/2	0.0	1.0
SRR2034334.56644-2/2	0.0	1.0
SRR2034334.566502-1/2	0.0	0.0
SRR2034334.566502-2/2	1.0	0.0
SRR2034334.568432-1/2	0.0	1.0
SRR2034334.568432-2/2	0.0	1.0
SRR2034334.575833-1/2	0.0	0.0
SRR2034334.575833-2/2	0.0	1.0
SRR2034334.576347-1/2	0.0	0.0
SRR2034334.576347-2/2	0.0	1.0
SRR2034334.577477-1/2	0.0	1.0
SRR2034334.577477-2/2	0.0	0.0
SRR2034334.577931-1/2	2.0	1.0
SRR2034334.577931-2/2	0.0	1.0
SRR2034334.584343-1/2	0.0	1.0
SRR2034334.584343-2/2	0.0	1.0
SRR2034334.590857-1/2	0.0	1.0
SRR2034334.590857-2/2	0.0	0.0
SRR2034334.590866-1/2	1.0	0.0
SRR2034334.590866-2/2	0.0	1.0
SRR2034334.593161-1/2	0.0	0.0
SRR2034334.593161-2/2	0.0	0.0
SRR2034334.600206-1/2	0.0	1.0
SRR2034334.600206-2/2	0.0	0.0
SRR2034334.602383-1/2	0.0	-1.0
SRR2034334.602383-2/2	0.0	-1.0
SRR2034334.607748-1/2	0.0	-1.0
SRR2034334.607748-2/2	0.0	-1.0
SRR2034334.608707-1/2	0.0	1.0
SRR2034334.608707-2/2	0.0	1.0
SRR2034334.610741-1/2	1.0	0.0
SRR2034334.610741-2/2	0.0	0.0
SRR2034334.621450-1/2	0.0	2.0
SRR2034334.621450-2/2	0.0	1.0
SRR2034334.622815-1/2	0.0	0.0
SRR2034334.622815-2/2	0.0	0.0
SRR2034334.628235-1/2	1.0	0.0
SRR2034334.628235-2/2	0.0	1.0
SRR2034334.631493-1/2	1.0	0.0
SRR2034334.631493-2/2	0.0	1.0
SRR2034334.632874-1/2	1.0	2.0
SRR2034334.632874-2/2	0.0	1.0
SRR2034334.634766-1/2	0.0	1.0
SRR2034334.634766-2/2	0.0	1.0
SRR2034334.635754-1/2	0.0	0.0
SRR2034334.635754-2/2	0.0	0.0
SRR2034334.635781-1/2	1.0	0.0
SRR2034334.635781-2/2	1.0	2.0
SRR2034334.637193-1/2	1.0	1.0
SRR2034334.637193-2/2	1.0	0.0
SRR2034334.637612-1/2	0.0	0.0
SRR2034334.637612-2/2	1.0	2.0
SRR2034334.637817-1/2	1.0	2.0
SRR2034334.637817-2/2	0.0	0.0
SRR2034334.640935-1/2	0.0	0.0
SRR2034334.640935-2/2	0.0	2.0
SRR2034334.644340-1/2	1.0	0.0
SRR2034334.644340-2/2	0.0	0.0
SRR2034334.644842-1/2	1.0	0.0
SRR2034334.644842-2/2	0.0	1.0
SRR2034334.649488-1/2	0.0	0.0
SRR2034334.649488-2/2	1.0	0.0
SRR2034334.650004-1/2	1.0	0.0
SRR2034334.650004-2/2	0.0	2.0
SRR2034334.650879-1/2	0.0	0.0
SRR2034334.650879-2/2	1.0	1.0
SRR2034334.652195-1/2	0.0	1.0
SRR2034334.652195-2/2	0.0	0.0
SRR2034334.652425-1/2	1.0	0.0
SRR2034334.652425-2/2	0.0	1.0
SRR2034334.653381-1/2	0.0	0.0
SRR2034334.653381-2/2	0.0	1.0
SRR2034334.662310-1/2	0.0	1.0
SRR2034334.662310-2/2	0.0	0.0
SRR2034334.663701-1/2	0.0	1.0
SRR2034334.663701-2/2	0.0	1.0
SRR2034334.664312-1/2	0.0	0.0
SRR2034334.664312-2/2	0.0	1.0
SRR2034334.665466-1/2	0.0	0.0
SRR2034334.665466-2/2	0.0	1.0
SRR2034334.665767-1/2	0.0	1.0
SRR2034334.665767-2/2	0.0	1.0
SRR2034334.666541-1/2	0.0	-1.0
SRR2034334.666541-2/2	0.0	-1.0
SRR2034334.666767-1/2	0.0	1.0
SRR2034334.666767-2/2	0.0	1.0
SRR2034334.670500-1/2	0.0	0.0
SRR2034334.670500-2/2	0.0	1.0
SRR2034334.671518-1/2	0.0	0.0
SRR2034334.671518-2/2	0.0	1.0
SRR2034334.674054-1/2	1.0	1.0
SRR2034334.674054-2/2	1.0	0.0
SRR2034334.674502-1/2	1.0	0.0
SRR2034334.674502-2/2	0.0	2.0
SRR2034334.678591-1/2	1.0	0.0
SRR2034334.678591-2/2	0.0	1.0
SRR2034334.684949-1/2	0.0	0.0
SRR2034334.684949-2/2	0.0	0.0
SRR2034334.689414-1/2	0.0	1.0
SRR2034334.689414-2/2	0.0	1.0
SRR2034334.689490-1/2	0.0	0.0
SRR2034334.689490-2/2	0.0	0.0
SRR2034334.69266-1/2	0.0	0.0
SRR2034334.69266-2/2	0.0	0.0
SRR2034334.697687-1/2	0.0	1.0
SRR2034334.697687-2/2	0.0	2.0
SRR2034334.701745-1/2	0.0	1.0
SRR2034334.701745-2/2	0.0	1.0
SRR2034334.703514-1/2	0.0	0.0
SRR2034334.703514-2/2	0.0	1.0
SRR2034334.70653-1/2	0.0	1.0
SRR2034334.70653-2/2	0.0	1.0
SRR2034334.708009-1/2	0.0	0.0
SRR2034334.708009-2/2	0.0	0.0
SRR2034334.710596-1/2	0.0	0.0
SRR2034334.710596-2/2	0.0	1.0
SRR2034334.713466-1/2	1.0	0.0
SRR2034334.713466-2/2	0.0	1.0
SRR2034334.714435-1/2	1.0	-1.0
SRR2034334.714435-2/2	0.0	-1.0
SRR2034334.716974-1/2	0.0	1.0
SRR2034334.716974-2/2	0.0	2.0
SRR2034334.719508-1/2	0.0	0.0
SRR2034334.719508-2/2	0.0	0.0
SRR2034334.729929-1/2	0.0	1.0
SRR2034334.729929-2/2	0.0	1.0
SRR2034334.730068-1/2	0.0	0.0
SRR2034334.730068-2/2	0.0	1.0
SRR2034334.730941-1/2	1.0	0.0
SRR2034334.730941-2/2	0.0	1.0
SRR2034334.732038-1/2	1.0	0.0
SRR2034334.732038-2/2	0.0	0.0
SRR2034334.732106-1/2	1.0	0.0
SRR2034334.732106-2/2	0.0	1.0
SRR2034334.734508-1/2	0.0	0.0
SRR2034334.734508-2/2	0.0	1.0
SRR2034334.735129-1/2	0.0	0.0
SRR2034334.735129-2/2	0.0	0.0
SRR2034334.74011-1/2	0.0	0.0
SRR2034334.74011-2/2	0.0	0.0
SRR2034334.741356-1/2	0.0	1.0
SRR2034334.741356-2/2	0.0	0.0
SRR2034334.743329-1/2	0.0	0.0
SRR2034334.743329-2/2	1.0	0.0
SRR2034334.743807-1/2	1.0	0.0
SRR2034334.743807-2/2	0.0	2.0
SRR2034334.744862-1/2	0.0	1.0
SRR2034334.744862-2/2	1.0	0.0
SRR2034334.74844-1/2	0.0	0.0
SRR2034334.74844-2/2	0.0	1.0
SRR2034334.751230-1/2	0.0	0.0
SRR2034334.751230-2/2	0.0	1.0
SRR2034334.751954-1/2	0.0	1.0
SRR2034334.751954-2/2	0.0	1.0
SRR2034334.754998-1/2	0.0	0.0
SRR2034334.754998-2/2	0.0	0.0
SRR2034334.770719-1/2	0.0	0.0
SRR2034334.770719-2/2	1.0	0.0
SRR2034334.772382-1/2	1.0	0.0
SRR2034334.772382-2/2	0.0	1.0
SRR2034334.777674-1/2	0.0	-1.0
SRR2034334.777674-2/2	0.0	-1.0
SRR2034334.777789-1/2	0.0	0.0
SRR2034334.777789-2/2	1.0	0.0
SRR2034334.778269-1/2	0.0	0.0
SRR2034334.778269-2/2	0.0	1.0
SRR2034334.779560-1/2	0.0	1.0
SRR2034334.779560-2/2	0.0	2.0
SRR2034334.784331-1/2	0.0	0.0
SRR2034334.784331-2/2	1.0	2.0
SRR2034334.78975-1/2	0.0	0.0
SRR2034334.78975-2/2	0.0	1.0
SRR2034334.790381-1/2	0.0	0.0
SRR2034334.790381-2/2	0.0	1.0
SRR2034334.793106-1/2	1.0	2.0
SRR2034334.793106-2/2	0.0	1.0
SRR2034334.793557-1/2	0.0	0.0
SRR2034334.793557-2/2	1.0	0.0
SRR2034334.79431-1/2	0.0	1.0
SRR2034334.79431-2/2	0.0	1.0
SRR2034334.797710-1/2	0.0	-1.0
SRR2034334.797710-2/2	0.0	-1.0
SRR2034334.800295-1/2	1.0	0.0
SRR2034334.800295-2/2	0.0	1.0
SRR2034334.800507-1/2	0.0	1.0
SRR2034334.800507-2/2	0.0	1.0
SRR2034334.801523-1/2	0.0	1.0
SRR2034334.801523-2/2	0.0	0.0
SRR2034334.801541-1/2	0.0	0.0
SRR2034334.801541-2/2	0.0	1.0
SRR2034334.802276-1/2	0.0	1.0
SRR2034334.802276-2/2	0.0	0.0
SRR2034334.805009-1/2	0.0	0.0
SRR2034334.805009-2/2	0.0	0.0
SRR2034334.805170-1/2	0.0	0.0
SRR2034334.805170-2/2	0.0	1.0
SRR2034334.806532-1/2	0.0	1.0
SRR2034334.806532-2/2	0.0	1.0
SRR2034334.808433-1/2	0.0	0.0
SRR2034334.808433-2/2	1.0	0.0
SRR2034334.813598-1/2	0.0	0.0
SRR2034334.813598-2/2	0.0	1.0
SRR2034334.816808-1/2	0.0	-1.0
SRR2034334.816808-2/2	0.0	-1.0
SRR2034334.818844-1/2	0.0	1.0
SRR2034334.818844-2/2	0.0	0.0
SRR2034334.819713-1/2	1.0	1.0
SRR2034334.819713-2/2	1.0	1.0
SRR2034334.820227-1/2	1.0	0.0
SRR2034334.820227-2/2	0.0	1.0
SRR2034334.821621-1/2	0.0	1.0
SRR2034334.821621-2/2	0.0	1.0
SRR2034334.823656-1/2	0.0	1.0
SRR2034334.823656-2/2	0.0	0.0
SRR2034334.823775-1/2	0.0	1.0
SRR2034334.823775-2/2	0.0	0.0
SRR2034334.82421-1/2	1.0	0.0
SRR2034334.82421-2/2	0.0	1.0
SRR2034334.824633-1/2	1.0	-1.0
SRR2034334.824633-2/2	0.0	-1.0
SRR2034334.825150-1/2	0.0	1.0
SRR2034334.825150-2/2	0.0	0.0
SRR2034334.825900-1/2	1.0	0.0
SRR2034334.825900-2/2	0.0	1.0
SRR2034334.826148-1/2	0.0	0.0
SRR2034334.826148-2/2	0.0	1.0
SRR2034334.826370-1/2	0.0	0.0
SRR2034334.826370-2/2	0.0	2.0
SRR2034334.827120-1/2	1.0	0.0
SRR2034334.827120-2/2	0.0	1.0
SRR2034334.827243-1/2	1.0	0.0
SRR2034334.827243-2/2	0.0	1.0
SRR2034334.833052-1/2	0.0	1.0
SRR2034334.833052-2/2	0.0	0.0
SRR2034334.833642-1/2	0.0	0.0
SRR2034334.833642-2/2	1.0	0.0
SRR2034334.833663-1/2	0.0	0.0
SRR2034334.833663-2/2	0.0	0.0
SRR2034334.835165-1/2	0.0	1.0
SRR2034334.835165-2/2	0.0	1.0
SRR2034334.84356-1/2	0.0	0.0
SRR2034334.84356-2/2	0.0	0.0
SRR2034334.845575-1/2	1.0	-1.0
SRR2034334.845575-2/2	0.0	-1.0
SRR2034334.847663-1/2	0.0	0.0
SRR2034334.847663-2/2	0.0	1.0
SRR2034334.849433-1/2	1.0	1.0
SRR2034334.849433-2/2	0.0	0.0
SRR2034334.851979-1/2	0.0	1.0
SRR2034334.851979-2/2	0.0	1.0
SRR2034334.859232-1/2	-1.0	1.0
SRR2034334.859232-2/2	-1.0	0.0
SRR2034334.864617-1/2	0.0	1.0
SRR2034334.864617-2/2	0.0	0.0
SRR2034334.864890-1/2	0.0	0.0
SRR2034334.864890-2/2	0.0	1.0
SRR2034334.865801-1/2	1.0	0.0
SRR2034334.865801-2/2	0.0	1.0
SRR2034334.866400-1/2	0.0	0.0
SRR2034334.866400-2/2	0.0	1.0
SRR2034334.870627-1/2	0.0	1.0
SRR2034334.870627-2/2	0.0	1.0
